1.935; 0.563; 0.102
1.467; 0.484; 0.071
1.752; 0.577; 0.477
1.583; 0.854; 0.07
1.651; 0.555; 0.068
1.62; 0.53; 0.074
1.715; 0.527; 0.073
1.495; 0.523; 0.065
1.666; 0.604; 0.087
1.49; 0.479; 0.083
2.03; 0.483; 0.081
2.013; 0.541; 0.069
1.52; 0.502; 0.072
2.269; 0.476; 0.076
1.878; 0.505; 0.109
1.863; 0.517; 0.107
1.565; 0.607; 0.065
1.741; 0.496; 0.073
1.796; 0.945; 0.1
1.658; 0.533; 0.071
1.507; 1.014; 0.1
1.451; 0.973; 0.097
2.154; 0.817; 0.103
1.939; 0.623; 0.065
2.45; 0.524; 0.067
1.372; 1.091; 0.076
1.902; 0.53; 0.108
3.075; 0.44; 0.07
1.733; 0.494; 0.08
2.153; 0.9; 0.073
1.433; 0.44; 0.063
1.647; 0.469; 0.069
1.363; 0.438; 0.063
1.423; 0.547; 0.098
1.448; 0.422; 0.06
1.363; 0.447; 0.072
1.703; 0.514; 0.059
1.849; 0.503; 0.062
1.422; 0.457; 0.063
1.84; 0.427; 0.063
2.993; 0.63; 0.501
1.499; 0.635; 0.115
1.348; 0.503; 0.097
1.744; 0.501; 0.063
1.913; 0.441; 0.072
1.886; 0.483; 0.097
1.707; 0.891; 0.072
1.355; 0.521; 0.071
1.372; 0.563; 0.489
2.401; 0.503; 0.065
1.336; 1.516; 0.078
1.412; 0.505; 0.083
1.822; 0.487; 0.108
1.522; 0.695; 0.075
1.703; 0.63; 0.064
1.449; 0.508; 0.073
1.851; 0.438; 0.061
1.421; 1.523; 0.06
1.403; 0.584; 0.063
1.494; 0.442; 0.059
1.465; 0.49; 0.061
1.465; 0.526; 0.078
1.477; 0.725; 0.069
1.472; 0.572; 0.07
1.79; 0.983; 0.101
1.531; 0.492; 0.068
1.511; 0.546; 0.074
1.459; 0.536; 0.08
1.407; 0.5; 0.073
1.498; 0.476; 0.064
1.363; 0.569; 0.074
1.931; 0.457; 0.068
1.37; 0.587; 0.076
1.404; 0.459; 0.065
1.349; 0.432; 0.062
1.773; 0.499; 0.067
1.598; 0.512; 0.061
1.622; 0.501; 0.059
1.374; 0.598; 0.074
2.007; 0.502; 0.071
1.892; 0.47; 0.067
1.583; 0.438; 0.074
1.519; 0.436; 0.085
1.946; 0.447; 0.06
3.689; 0.869; 0.068
1.72; 0.555; 0.06
1.362; 0.486; 0.07
1.909; 0.854; 0.064
1.843; 0.749; 0.068
1.383; 0.508; 0.078
1.456; 0.453; 0.069
1.53; 0.608; 0.068
1.46; 0.445; 0.061
2.474; 0.549; 0.075
1.633; 0.883; 0.072
1.527; 0.482; 0.072
1.711; 0.597; 0.061
1.431; 0.474; 0.072
2.322; 0.506; 0.06
1.415; 0.476; 0.073
